"Sample","Latitude_WGS84","Longitude_WGS84","ClusterNum","FaunalCluster","SurveyName","Year"
"CEFAS_DG_14954",54.93999863,-1.220000029,10,"D2b","Souter Point Capping 2009",2009
"CEFAS_DG_14955",54.90999985,-1.190000057,12,"D1","Souter Point Capping 2009",2009
"CEFAS_DG_14956",54.90999985,-1.190000057,12,"D1","Souter Point Capping 2009",2009
"CEFAS_DG_14957",54.90999985,-1.190000057,5,"C1b","Souter Point Capping 2009",2009
"CEFAS_DG_15024",55.08795,-1.35356,12,"D1","North-Tyne Dredging Transect 2009",2009
"CEFAS_DG_15025",55.08791,-1.35351,12,"D1","North-Tyne Dredging Transect 2009",2009
"CEFAS_DG_15026",55.08786,-1.3535,12,"D1","North-Tyne Dredging Transect 2009",2009
"CEFAS_DG_15027",55.08779,-1.35347,12,"D1","North-Tyne Dredging Transect 2009",2009
"CEFAS_DG_15028",55.06775,-1.34241,12,"D1","North-Tyne Dredging Transect 2009",2009
"CEFAS_DG_15029",55.06779,-1.34242,12,"D1","North-Tyne Dredging Transect 2009",2009
"CEFAS_DG_15030",55.06783,-1.34243,12,"D1","North-Tyne Dredging Transect 2009",2009
"CEFAS_DG_15031",55.06787,-1.34244,12,"D1","North-Tyne Dredging Transect 2009",2009
"CEFAS_DG_15032",55.04715,-1.32691,10,"D2b","North-Tyne Dredging Transect 2009",2009
"CEFAS_DG_15033",55.04714,-1.32709,12,"D1","North-Tyne Dredging Transect 2009",2009
"CEFAS_DG_15034",55.04713,-1.32715,12,"D1","North-Tyne Dredging Transect 2009",2009
"CEFAS_DG_15035",55.04713,-1.32724,12,"D1","North-Tyne Dredging Transect 2009",2009
"CEFAS_DG_15036",55.04243,-1.32532,10,"D2b","North-Tyne Dredging Transect 2009",2009
"CEFAS_DG_15037",55.04251,-1.32534,12,"D1","North-Tyne Dredging Transect 2009",2009
"CEFAS_DG_15038",55.0426,-1.32539,10,"D2b","North-Tyne Dredging Transect 2009",2009
"CEFAS_DG_15039",55.04269,-1.32543,12,"D1","North-Tyne Dredging Transect 2009",2009
"CEFAS_DG_15040",55.02963,-1.31556,12,"D1","North-Tyne Dredging Transect 2009",2009
"CEFAS_DG_15041",55.02959,-1.31555,12,"D1","North-Tyne Dredging Transect 2009",2009
"CEFAS_DG_15042",55.02954,-1.31553,12,"D1","North-Tyne Dredging Transect 2009",2009
"CEFAS_DG_15043",55.0295,-1.31551,12,"D1","North-Tyne Dredging Transect 2009",2009
"CEFAS_DG_15044",55.01187,-1.30206,5,"C1b","North-Tyne Dredging Transect 2009",2009
"CEFAS_DG_15045",55.04295,-1.30037,12,"D1","North-Tyne Dredging Transect 2009",2009
"CEFAS_DG_15046",55.04292,-1.30052,12,"D1","North-Tyne Dredging Transect 2009",2009
"CEFAS_DG_15047",55.0429,-1.30067,12,"D1","North-Tyne Dredging Transect 2009",2009
"CEFAS_DG_15048",55.04287,-1.30081,12,"D1","North-Tyne Dredging Transect 2009",2009
"CEFAS_DG_15646",50.43008,-3.120882,12,"D1","NMMP 536 2008",2008
"CEFAS_DG_15647",50.43008,-3.12094,12,"D1","NMMP 536 2008",2008
"CEFAS_DG_15648",50.43007,-3.121022,12,"D1","NMMP 536 2008",2008
"CEFAS_DG_15649",50.43007,-3.1211,12,"D1","NMMP 536 2008",2008
"CEFAS_DG_15650",50.43005,-3.121173,12,"D1","NMMP 536 2008",2008
"CEFAS_DG_15651",54.00007,1.996781,10,"D2b","NMMP 345 2008",2008
"CEFAS_DG_15652",54.00006,1.996863,10,"D2b","NMMP 345 2008",2008
"CEFAS_DG_15653",53.99972,1.999209,10,"D2b","NMMP 345 2008",2008
"CEFAS_DG_15654",53.99971,1.9993,10,"D2b","NMMP 345 2008",2008
"CEFAS_DG_15655",53.99979,1.99932,10,"D2b","NMMP 345 2008",2008
"CEFAS_DG_15656",55.00843,-1.13416,10,"D2b","NMMP 245 2008",2008
"CEFAS_DG_15657",55.0084,-1.13405,10,"D2b","NMMP 245 2008",2008
"CEFAS_DG_15658",55.00834,-1.134092,10,"D2b","NMMP 245 2008",2008
"CEFAS_DG_15659",55.00814,-1.13324,10,"D2b","NMMP 245 2008",2008
"CEFAS_DG_15660",55.00813,-1.133086,10,"D2b","NMMP 245 2008",2008
"CEFAS_DG_15666",50.43003,-3.121727,10,"D2b","NMMP 536 2007",2007
"CEFAS_DG_15667",50.43006,-3.12175,10,"D2b","NMMP 536 2007",2007
"CEFAS_DG_15668",50.43011,-3.121741,10,"D2b","NMMP 536 2007",2007
"CEFAS_DG_15669",50.43008,-3.1218,10,"D2b","NMMP 536 2007",2007
"CEFAS_DG_15670",50.43007,-3.12185,10,"D2b","NMMP 536 2007",2007
"CEFAS_DG_15676",54.00002,1.99981,9,"D2d","NMMP 345 2007",2007
"CEFAS_DG_15677",53.99982,1.999966,10,"D2b","NMMP 345 2007",2007
"CEFAS_DG_15678",53.99994,1.99988,10,"D2b","NMMP 345 2007",2007
"CEFAS_DG_15679",53.9999,1.99992,10,"D2b","NMMP 345 2007",2007
"CEFAS_DG_15680",53.99986,1.99993,10,"D2b","NMMP 345 2007",2007
"CEFAS_DG_15681",55.00819,-1.133153,10,"D2b","NMMP 245 2007",2007
"CEFAS_DG_15682",55.00823,-1.13319,6,"D2c","NMMP 245 2007",2007
"CEFAS_DG_15683",55.00828,-1.133193,10,"D2b","NMMP 245 2007",2007
"CEFAS_DG_15684",55.00825,-1.13328,10,"D2b","NMMP 245 2007",2007
"CEFAS_DG_15685",55.00829,-1.133307,10,"D2b","NMMP 245 2007",2007
"CEFAS_DG_15883",55.00855,-1.13323,10,"D2b","NMMP 245 2006",2006
"CEFAS_DG_15884",55.00847,-1.13316,10,"D2b","NMMP 245 2006",2006
"CEFAS_DG_15885",55.00838,-1.133104,10,"D2b","NMMP 245 2006",2006
"CEFAS_DG_15886",55.0083,-1.13304,10,"D2b","NMMP 245 2006",2006
"CEFAS_DG_2142",54.9876,-1.26758,10,"D2b","Tyne TBT Transect 2000",2000
"CEFAS_DG_2143",54.9866,-1.26451,10,"D2b","Tyne TBT Transect 2000",2000
"CEFAS_DG_2144",54.9874,-1.26466,10,"D2b","Tyne TBT Transect 2000",2000
"CEFAS_DG_2145",54.9809,-1.26614,12,"D1","Tyne TBT Transect 2000",2000
"CEFAS_DG_2146",54.9815,-1.26547,10,"D2b","Tyne TBT Transect 2000",2000
"CEFAS_DG_2147",54.982,-1.26493,10,"D2b","Tyne TBT Transect 2000",2000
"CEFAS_DG_2148",54.9571,-1.24831,12,"D1","Tyne TBT Transect 2000",2000
"CEFAS_DG_2149",54.9576,-1.24731,10,"D2b","Tyne TBT Transect 2000",2000
"CEFAS_DG_2150",54.9579,-1.24643,10,"D2b","Tyne TBT Transect 2000",2000
"CEFAS_DG_2151",54.9348,-1.23461,10,"D2b","Tyne TBT Transect 2000",2000
"CEFAS_DG_2152",54.9349,-1.23154,10,"D2b","Tyne TBT Transect 2000",2000
"CEFAS_DG_2153",54.9348,-1.23017,10,"D2b","Tyne TBT Transect 2000",2000
"CEFAS_DG_2154",55.0048,-1.28346,10,"D2b","Tyne TBT Transect 2000",2000
"CEFAS_DG_2155",55.0086,-1.28143,12,"D1","Tyne TBT Transect 2000",2000
"CEFAS_DG_2156",55.0081,-1.28001,5,"C1b","Tyne TBT Transect 2000",2000
"CEFAS_DG_2157",55.0183,-1.28479,10,"D2b","Tyne TBT Transect 2000",2000
"CEFAS_DG_2158",55.0149,-1.28164,10,"D2b","Tyne TBT Transect 2000",2000
"CEFAS_DG_2159",55.0211,-1.28357,10,"D2b","Tyne TBT Transect 2000",2000
"CEFAS_DG_2214",55.0084,-1.13495,10,"D2b","NMP 245 1993",1993
"CEFAS_DG_2215",55.0084,-1.13495,10,"D2b","NMP 245 1993",1993
"CEFAS_DG_2216",55.0084,-1.13495,10,"D2b","NMP 245 1993",1993
"CEFAS_DG_2217",55.0084,-1.13495,10,"D2b","NMP 245 1993",1993
"CEFAS_DG_2218",55.0084,-1.13495,10,"D2b","NMP 245 1993",1993
"CEFAS_DG_2219",54.0002,1.9981,10,"D2b","NMP 345 1993",1993
"CEFAS_DG_2220",54.0002,1.9981,10,"D2b","NMP 345 1993",1993
"CEFAS_DG_2221",54.0002,1.9981,10,"D2b","NMP 345 1993",1993
"CEFAS_DG_2222",54.0002,1.9981,10,"D2b","NMP 345 1993",1993
"CEFAS_DG_2223",54.0002,1.9981,10,"D2b","NMP 345 1993",1993
"CEFAS_DG_2224",51.2504,-6.00102,10,"D2b","NMP 605 1993",1993
"CEFAS_DG_2225",51.2504,-6.00102,10,"D2b","NMP 605 1993",1993
"CEFAS_DG_2226",51.2504,-6.00102,10,"D2b","NMP 605 1993",1993
"CEFAS_DG_2227",51.2504,-6.00102,10,"D2b","NMP 605 1993",1993
"CEFAS_DG_2228",51.2504,-6.00102,10,"D2b","NMP 605 1993",1993
"CEFAS_DG_2229",54.0002,-3.83464,9,"D2d","NMP 805 1993",1993
"CEFAS_DG_2230",54.0002,-3.83464,9,"D2d","NMP 805 1993",1993
"CEFAS_DG_2231",54.0002,-3.83464,9,"D2d","NMP 805 1993",1993
"CEFAS_DG_2232",54.0002,-3.83464,6,"D2c","NMP 805 1993",1993
"CEFAS_DG_2233",54.0002,-3.83464,6,"D2c","NMP 805 1993",1993
"CEFAS_DG_2879",50.4305,-3.12079,12,"D1","NMMP 536 2001",2001
"CEFAS_DG_2880",50.4301,-3.12092,10,"D2b","NMMP 536 2001",2001
"CEFAS_DG_2881",50.4298,-3.12058,12,"D1","NMMP 536 2001",2001
"CEFAS_DG_2882",50.4294,-3.12004,9,"D2d","NMMP 536 2001",2001
"CEFAS_DG_2883",50.429,-3.11928,12,"D1","NMMP 536 2001",2001
"CEFAS_DG_2884",54.0002,1.9981,10,"D2b","NMMP 345 2001",2001
"CEFAS_DG_2885",54.0002,1.9981,10,"D2b","NMMP 345 2001",2001
"CEFAS_DG_2886",54.0002,1.9981,10,"D2b","NMMP 345 2001",2001
"CEFAS_DG_2887",54.0002,1.9981,6,"D2c","NMMP 345 2001",2001
"CEFAS_DG_2888",54.0002,1.9981,10,"D2b","NMMP 345 2001",2001
"CEFAS_DG_2889",55.0084,-1.13495,10,"D2b","NMMP 245 2001",2001
"CEFAS_DG_2890",55.0084,-1.13495,6,"D2c","NMMP 245 2001",2001
"CEFAS_DG_2891",55.0084,-1.13495,10,"D2b","NMMP 245 2001",2001
"CEFAS_DG_2892",55.0084,-1.13495,10,"D2b","NMMP 245 2001",2001
"CEFAS_DG_2893",55.0084,-1.13495,10,"D2b","NMMP 245 2001",2001
"CEFAS_DG_2894",51.2504,-6.00102,10,"D2b","NMMP 605 2001",2001
"CEFAS_DG_2895",51.2504,-6.00102,10,"D2b","NMMP 605 2001",2001
"CEFAS_DG_2896",51.2504,-6.00102,10,"D2b","NMMP 605 2001",2001
"CEFAS_DG_2897",51.2504,-6.00102,10,"D2b","NMMP 605 2001",2001
"CEFAS_DG_2898",51.2504,-6.00102,10,"D2b","NMMP 605 2001",2001
"CEFAS_DG_3575",50.4299,-3.12374,10,"D2b","NMMP 536 2002",2002
"CEFAS_DG_3576",50.4302,-3.1216,10,"D2b","NMMP 536 2002",2002
"CEFAS_DG_3577",50.4306,-3.11875,10,"D2b","NMMP 536 2002",2002
"CEFAS_DG_3578",50.4295,-3.12357,9,"D2d","NMMP 536 2002",2002
"CEFAS_DG_3579",50.4308,-3.12029,9,"D2d","NMMP 536 2002",2002
"CEFAS_DG_3580",54.0015,1.998666667,9,"D2d","NMMP 345 2002",2002
"CEFAS_DG_3581",54.00116667,1.998666667,10,"D2b","NMMP 345 2002",2002
"CEFAS_DG_3582",54.00083333,1.999,10,"D2b","NMMP 345 2002",2002
"CEFAS_DG_3583",54.0005,1.999166667,12,"D1","NMMP 345 2002",2002
"CEFAS_DG_3584",54.0005,1.999333333,10,"D2b","NMMP 345 2002",2002
"CEFAS_DG_3585",55.0093,-1.13299,10,"D2b","NMMP 245 2002",2002
"CEFAS_DG_3586",55.0088,-1.13322,10,"D2b","NMMP 245 2002",2002
"CEFAS_DG_3587",55.0087,-1.13343,10,"D2b","NMMP 245 2002",2002
"CEFAS_DG_3588",55.0089,-1.13367,10,"D2b","NMMP 245 2002",2002
"CEFAS_DG_3589",55.0091,-1.13393,10,"D2b","NMMP 245 2002",2002
"CEFAS_DG_3622",55.0084,-1.13371,10,"D2b","NMMP 245 2000",2000
"CEFAS_DG_3623",55.0084,-1.134,10,"D2b","NMMP 245 2000",2000
"CEFAS_DG_3624",55.0075,-1.13551,10,"D2b","NMMP 245 2000",2000
"CEFAS_DG_3625",55.0087,-1.13431,10,"D2b","NMMP 245 2000",2000
"CEFAS_DG_3626",55.0087,-1.13365,10,"D2b","NMMP 245 2000",2000
"CEFAS_DG_3632",54.00033333,1.999,10,"D2b","NMMP 345 2000",2000
"CEFAS_DG_3633",54.0005,1.0005,6,"D2c","NMMP 345 2000",2000
"CEFAS_DG_3634",53.99933333,2.000333333,6,"D2c","NMMP 345 2000",2000
"CEFAS_DG_3635",53.9995,2,10,"D2b","NMMP 345 2000",2000
"CEFAS_DG_3636",54.00016667,1.998333333,10,"D2b","NMMP 345 2000",2000
"CEFAS_DG_3637",50.4297,-3.12211,12,"D1","NMMP 536 2000",2000
"CEFAS_DG_3638",50.4298,-3.12269,12,"D1","NMMP 536 2000",2000
"CEFAS_DG_3639",50.4297,-3.12319,12,"D1","NMMP 536 2000",2000
"CEFAS_DG_3640",50.4295,-3.12391,12,"D1","NMMP 536 2000",2000
"CEFAS_DG_3641",50.4306,-3.11938,12,"D1","NMMP 536 2000",2000
"CEFAS_DG_4530",55.04282,-1.324221,10,"D2b","North Tyne Dredging Transect 2003",2003
"CEFAS_DG_4531",55.04282,-1.324221,10,"D2b","North Tyne Dredging Transect 2003",2003
"CEFAS_DG_4532",55.04282,-1.324215,10,"D2b","North Tyne Dredging Transect 2003",2003
"CEFAS_DG_4533",55.04282,-1.324206,10,"D2b","North Tyne Dredging Transect 2003",2003
"CEFAS_DG_4534",55.04758,-1.327631,10,"D2b","North Tyne Dredging Transect 2003",2003
"CEFAS_DG_4535",55.04757,-1.32761,10,"D2b","North Tyne Dredging Transect 2003",2003
"CEFAS_DG_4542",55.04757,-1.3276,10,"D2b","North Tyne Dredging Transect 2003",2003
"CEFAS_DG_4543",55.04757,-1.327628,4,"C1a","North Tyne Dredging Transect 2003",2003
"CEFAS_DG_4631",55.08796,-1.352721,10,"D2b","North Tyne Dredging Transect 2003",2003
"CEFAS_DG_4632",55.08798,-1.352729,10,"D2b","North Tyne Dredging Transect 2003",2003
"CEFAS_DG_4633",55.08797,-1.352724,10,"D2b","North Tyne Dredging Transect 2003",2003
"CEFAS_DG_4634",55.08797,-1.352703,10,"D2b","North Tyne Dredging Transect 2003",2003
"CEFAS_DG_5085",50.42997,-3.121633,12,"D1","NMMP 536 2003",2003
"CEFAS_DG_5086",50.42997,-3.121633,12,"D1","NMMP 536 2003",2003
"CEFAS_DG_5087",50.42997,-3.121633,12,"D1","NMMP 536 2003",2003
"CEFAS_DG_5088",50.42985,-3.12185,12,"D1","NMMP 536 2003",2003
"CEFAS_DG_5089",50.43005,-3.122133,12,"D1","NMMP 536 2003",2003
"CEFAS_DG_5090",54.99901,-1.132048,10,"D2b","NMMP 245 2003",2003
"CEFAS_DG_5091",55.00077,-1.131553,10,"D2b","NMMP 245 2003",2003
"CEFAS_DG_5092",55.00108,-1.135099,10,"D2b","NMMP 245 2003",2003
"CEFAS_DG_5093",54.99885,-1.135599,10,"D2b","NMMP 245 2003",2003
"CEFAS_DG_5094",54.99946,-1.134238,10,"D2b","NMMP 245 2003",2003
"CEFAS_DG_5100",54.00161,2.00051,10,"D2b","NMMP 345 2003",2003
"CEFAS_DG_5101",54.00117,2.000329,6,"D2c","NMMP 345 2003",2003
"CEFAS_DG_5102",54.00112,1.999928,10,"D2b","NMMP 345 2003",2003
"CEFAS_DG_5103",54.00116,1.999488,6,"D2c","NMMP 345 2003",2003
"CEFAS_DG_5104",54.00124,1.999143,10,"D2b","NMMP 345 2003",2003
"CEFAS_DG_5193",51.4965,0.999,2,"D2a","NMMP 475 2000",2000
"CEFAS_DG_5194",51.49666667,0.997833333,10,"D2b","NMMP 475 2000",2000
"CEFAS_DG_5195",51.496,1.002166667,9,"D2d","NMMP 475 2000",2000
"CEFAS_DG_5211",54.9587,-1.24812,10,"D2b","Souter Point 2002",2002
"CEFAS_DG_5239",54.9873,-1.26655,10,"D2b","Souter Point 2002",2002
"CEFAS_DG_5240",54.9875,-1.26703,10,"D2b","Souter Point 2002",2002
"CEFAS_DG_5241",54.9861,-1.26668,10,"D2b","Souter Point 2002",2002
"CEFAS_DG_5242",54.9867,-1.26648,6,"D2c","Souter Point 2002",2002
"CEFAS_DG_5243",54.981,-1.26516,10,"D2b","Souter Point 2002",2002
"CEFAS_DG_5244",54.9811,-1.26545,10,"D2b","Souter Point 2002",2002
"CEFAS_DG_5245",54.9812,-1.26595,10,"D2b","Souter Point 2002",2002
"CEFAS_DG_5246",54.9582,-1.24687,10,"D2b","Souter Point 2002",2002
"CEFAS_DG_5247",54.9584,-1.24738,10,"D2b","Souter Point 2002",2002
"CEFAS_DG_5248",54.9342,-1.23232,10,"D2b","Souter Point 2002",2002
"CEFAS_DG_5249",54.9343,-1.23351,10,"D2b","Souter Point 2002",2002
"CEFAS_DG_5250",54.9343,-1.2345,10,"D2b","Souter Point 2002",2002
"CEFAS_DG_5251",54.9344,-1.23567,10,"D2b","Souter Point 2002",2002
"CEFAS_DG_5430",54.9888,-1.26707,10,"D2b","Souter Point 2003",2003
"CEFAS_DG_5431",54.9881,-1.26641,10,"D2b","Souter Point 2003",2003
"CEFAS_DG_5432",54.9876,-1.26627,10,"D2b","Souter Point 2003",2003
"CEFAS_DG_5433",54.9872,-1.26628,10,"D2b","Souter Point 2003",2003
"CEFAS_DG_5434",54.9818,-1.26737,10,"D2b","Souter Point 2003",2003
"CEFAS_DG_5435",54.9817,-1.26731,10,"D2b","Souter Point 2003",2003
"CEFAS_DG_5436",54.9817,-1.26721,10,"D2b","Souter Point 2003",2003
"CEFAS_DG_5437",54.9817,-1.26723,10,"D2b","Souter Point 2003",2003
"CEFAS_DG_5438",54.9586,-1.24743,10,"D2b","Souter Point 2003",2003
"CEFAS_DG_5439",54.9586,-1.24732,10,"D2b","Souter Point 2003",2003
"CEFAS_DG_5440",54.9586,-1.24732,10,"D2b","Souter Point 2003",2003
"CEFAS_DG_5441",54.9586,-1.24725,10,"D2b","Souter Point 2003",2003
"CEFAS_DG_5442",54.9336,-1.23577,10,"D2b","Souter Point 2003",2003
"CEFAS_DG_5443",54.9338,-1.23601,10,"D2b","Souter Point 2003",2003
"CEFAS_DG_5444",54.9338,-1.23599,10,"D2b","Souter Point 2003",2003
"CEFAS_DG_5445",54.9338,-1.236,10,"D2b","Souter Point 2003",2003
"CEFAS_DG_5786",51.63671667,1.1268,9,"D2d","Thames Middle Deep 2004",2004
"CEFAS_DG_5787",51.63671667,1.1268,9,"D2d","Thames Middle Deep 2004",2004
"CEFAS_DG_5788",51.63671667,1.1268,9,"D2d","Thames Middle Deep 2004",2004
"CEFAS_DG_5789",51.62583333,1.2105,9,"D2d","Thames Barrow Deep 2004",2004
"CEFAS_DG_5790",51.62583333,1.2105,9,"D2d","Thames Barrow Deep 2004",2004
"CEFAS_DG_5791",51.62583333,1.2105,9,"D2d","Thames Barrow Deep 2004",2004
"CEFAS_DG_5792",54.6984,-1.0588,10,"D2b","Tees Inner 2003",2003
"CEFAS_DG_5793",54.6984,-1.0588,10,"D2b","Tees Inner 2003",2003
"CEFAS_DG_5794",54.6984,-1.0588,10,"D2b","Tees Inner 2003",2003
"CEFAS_DG_5795",54.6984,-1.0588,10,"D2b","Tees Inner 2003",2003
"CEFAS_DG_5796",54.6804,-1.0494,9,"D2d","Tees Inner 2003",2003
"CEFAS_DG_5797",54.6804,-1.0494,10,"D2b","Tees Inner 2003",2003
"CEFAS_DG_5798",54.6804,-1.0494,9,"D2d","Tees Inner 2003",2003
"CEFAS_DG_5799",54.6814003,-1.022799969,10,"D2b","Tees Inner 2003",2003
"CEFAS_DG_5800",54.6814003,-1.022799969,12,"D1","Tees Inner 2003",2003
"CEFAS_DG_5801",54.6814003,-1.022799969,10,"D2b","Tees Inner 2003",2003
"CEFAS_DG_5802",54.6814003,-1.022799969,10,"D2b","Tees Inner 2003",2003
"CEFAS_DG_5803",54.665,-0.9928,9,"D2d","Tees Inner 2003",2003
"CEFAS_DG_5804",54.665,-0.9928,6,"D2c","Tees Inner 2003",2003
"CEFAS_DG_5805",54.665,-0.9928,6,"D2c","Tees Inner 2003",2003
"CEFAS_DG_5806",54.665,-0.9928,6,"D2c","Tees Inner 2003",2003
"CEFAS_DG_6087",51.85023,1.547667,2,"D2a","Roughs Tower 2003",2003
"CEFAS_DG_6088",51.85023,1.547667,4,"C1a","Roughs Tower 2003",2003
"CEFAS_DG_6089",51.85023,1.547667,4,"C1a","Roughs Tower 2003",2003
"CEFAS_DG_6090",51.89465,1.418333,6,"D2c","Roughs Tower 2003",2003
"CEFAS_DG_6091",51.89465,1.418333,6,"D2c","Roughs Tower 2003",2003
"CEFAS_DG_6092",51.89465,1.41835,6,"D2c","Roughs Tower 2003",2003
"CEFAS_DG_6093",51.92188,1.440767,6,"D2c","Roughs Tower 2003",2003
"CEFAS_DG_6094",51.92188,1.440783,6,"D2c","Roughs Tower 2003",2003
"CEFAS_DG_6095",51.92188,1.440783,6,"D2c","Roughs Tower 2003",2003
"CEFAS_DG_6096",51.92527,1.48775,12,"D1","Roughs Tower 2003",2003
"CEFAS_DG_6097",51.92527,1.48775,12,"D1","Roughs Tower 2003",2003
"CEFAS_DG_6098",51.92527,1.487767,12,"D1","Roughs Tower 2003",2003
"CEFAS_DG_6099",51.946,1.5485,2,"D2a","Roughs Tower 2003",2003
"CEFAS_DG_6100",51.94598,1.548533,6,"D2c","Roughs Tower 2003",2003
"CEFAS_DG_6101",51.94598,1.548517,2,"D2a","Roughs Tower 2003",2003
"CEFAS_DG_6102",51.89045,1.52155,6,"D2c","Roughs Tower 2003",2003
"CEFAS_DG_6103",51.89043,1.521533,6,"D2c","Roughs Tower 2003",2003
"CEFAS_DG_6104",51.89045,1.521533,6,"D2c","Roughs Tower 2003",2003
"CEFAS_DG_6105",51.86403,1.4931,2,"D2a","Roughs Tower 2003",2003
"CEFAS_DG_6106",51.86403,1.493133,2,"D2a","Roughs Tower 2003",2003
"CEFAS_DG_6107",51.86403,1.493117,2,"D2a","Roughs Tower 2003",2003
"CEFAS_DG_6108",51.85417,1.4787,2,"D2a","Roughs Tower 2003",2003
"CEFAS_DG_6109",51.85417,1.478717,6,"D2c","Roughs Tower 2003",2003
"CEFAS_DG_6110",51.85417,1.478717,6,"D2c","Roughs Tower 2003",2003
"CEFAS_DG_6111",51.83495,1.467683,6,"D2c","Roughs Tower 2003",2003
"CEFAS_DG_6112",51.83495,1.4677,6,"D2c","Roughs Tower 2003",2003
"CEFAS_DG_6113",51.83493,1.4677,6,"D2c","Roughs Tower 2003",2003
"CEFAS_DG_6114",51.8158,1.448383,4,"C1a","Roughs Tower 2003",2003
"CEFAS_DG_6115",51.8158,1.44835,2,"D2a","Roughs Tower 2003",2003
"CEFAS_DG_6116",51.81578,1.448383,4,"C1a","Roughs Tower 2003",2003
"CEFAS_DG_6117",51.77863,1.407717,6,"D2c","Roughs Tower 2003",2003
"CEFAS_DG_6118",51.77863,1.407717,6,"D2c","Roughs Tower 2003",2003
"CEFAS_DG_6119",51.77863,1.4077,4,"C1a","Roughs Tower 2003",2003
"CEFAS_DG_6120",51.85702,1.48655,4,"C1a","Roughs Tower 2003",2003
"CEFAS_DG_6121",51.85702,1.486533,2,"D2a","Roughs Tower 2003",2003
"CEFAS_DG_6122",51.857,1.486533,2,"D2a","Roughs Tower 2003",2003
"CEFAS_DG_665",54.0002,1.9981,10,"D2b","NMP 345 1996",1996
"CEFAS_DG_666",54.0002,1.9981,6,"D2c","NMP 345 1996",1996
"CEFAS_DG_667",54.0002,1.9981,6,"D2c","NMP 345 1996",1996
"CEFAS_DG_668",54.0002,1.9981,6,"D2c","NMP 345 1996",1996
"CEFAS_DG_669",54.0002,1.9981,6,"D2c","NMP 345 1996",1996
"CEFAS_DG_676",51.2504,-6.00102,10,"D2b","NMP 605 1997",1997
"CEFAS_DG_677",51.2504,-6.00102,10,"D2b","NMP 605 1997",1997
"CEFAS_DG_678",51.2504,-6.00102,10,"D2b","NMP 605 1997",1997
"CEFAS_DG_679",51.2504,-6.00102,10,"D2b","NMP 605 1997",1997
"CEFAS_DG_680",51.2504,-6.00102,10,"D2b","NMP 605 1997",1997
"CEFAS_DG_718",54.0002,1.9981,10,"D2b","NMP 345 1997",1997
"CEFAS_DG_719",54.0002,1.9981,10,"D2b","NMP 345 1997",1997
"CEFAS_DG_720",54.0002,1.9981,10,"D2b","NMP 345 1997",1997
"CEFAS_DG_721",54.0002,1.9981,10,"D2b","NMP 345 1997",1997
"CEFAS_DG_737",51.2504,-6.00102,12,"D1","NMP 605 1999",1999
"CEFAS_DG_738",51.2504,-6.00102,12,"D1","NMP 605 1999",1999
"CEFAS_DG_739",51.2504,-6.00102,12,"D1","NMP 605 1999",1999
"CEFAS_DG_740",51.2504,-6.00102,12,"D1","NMP 605 1999",1999
"CEFAS_DG_741",51.2504,-6.00102,12,"D1","NMP 605 1999",1999
"CEFAS_DG_742",54.0668,-5.50114,10,"D2b","NMP 815 1999",1999
"CEFAS_DG_743",54.0668,-5.50114,9,"D2d","NMP 815 1999",1999
"CEFAS_DG_744",54.0668,-5.50114,2,"D2a","NMP 815 1999",1999
"CEFAS_DG_745",54.0668,-5.50114,10,"D2b","NMP 815 1999",1999
"CEFAS_DG_746",54.0668,-5.50114,10,"D2b","NMP 815 1999",1999
"CEFAS_DG_747",54.0002,-3.83464,2,"D2a","NMP 805 1999",1999
"CEFAS_DG_748",54.0002,-3.83464,9,"D2d","NMP 805 1999",1999
"CEFAS_DG_749",54.0002,-3.83464,9,"D2d","NMP 805 1999",1999
"CEFAS_DG_750",54.0002,-3.83464,9,"D2d","NMP 805 1999",1999
"CEFAS_DG_751",54.0002,-3.83464,9,"D2d","NMP 805 1999",1999
"CEFAS_DG_752",50.43115,-3.119883333,12,"D1","NMP 536 1999",1999
"CEFAS_DG_753",50.43006667,-3.121766667,12,"D1","NMP 536 1999",1999
"CEFAS_DG_754",50.4306,-3.119316667,12,"D1","NMP 536 1999",1999
"CEFAS_DG_755",50.43026667,-3.12145,12,"D1","NMP 536 1999",1999
"CEFAS_DG_756",50.43121667,-3.119783333,12,"D1","NMP 536 1999",1999
"CEFAS_DG_757",55.0084,-1.13495,10,"D2b","NMP 245 1999",1999
"CEFAS_DG_758",55.0084,-1.13495,10,"D2b","NMP 245 1999",1999
"CEFAS_DG_759",55.0084,-1.13495,10,"D2b","NMP 245 1999",1999
"CEFAS_DG_760",55.0084,-1.13495,10,"D2b","NMP 245 1999",1999
"CEFAS_DG_761",55.0084,-1.13495,10,"D2b","NMP 245 1999",1999
"CEFAS_DG_762",54.7335,-0.88497,10,"D2b","NMP 295 1999",1999
"CEFAS_DG_763",54.7335,-0.88497,10,"D2b","NMP 295 1999",1999
"CEFAS_DG_764",54.7335,-0.88497,10,"D2b","NMP 295 1999",1999
"CEFAS_DG_765",54.7335,-0.88497,10,"D2b","NMP 295 1999",1999
"CEFAS_DG_766",54.7335,-0.88497,10,"D2b","NMP 295 1999",1999
"CEFAS_DG_767",54.0002,1.9981,6,"D2c","NMP 345 1999",1999
"CEFAS_DG_768",54.0002,1.9981,6,"D2c","NMP 345 1999",1999
